-1.000000000000000000e+00,-7.198941705606762298e+01,-7.619999999999998863e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-7.158181818181817846e+01,-7.595358367563193269e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-7.004242424242423226e+01,-7.532510847332058290e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.850303030303028606e+01,-7.493874184953477879e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.696363636363635408e+01,-7.467311848739771563e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.687568128822198332e+01,-7.466060606060605664e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.542424242424240788e+01,-7.446118573979407529e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.388484848484847589e+01,-7.429439452968478008e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.234545454545453680e+01,-7.415812336805984728e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-6.080606060606059771e+01,-7.404297955490679328e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.926666666666665861e+01,-7.394297876336236186e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.772727272727272663e+01,-7.385412542052741003e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.618787878787878753e+01,-7.377364854000626337e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.464848484848484134e+01,-7.369956534693706374e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.310909090909089514e+01,-7.363041980585934709e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.156969696969696315e+01,-7.356511962865116061e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-5.003030303030302406e+01,-7.350283133072019837e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.849090909090908497e+01,-7.344291090741008077e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.695151515151514587e+01,-7.338485718890905218e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.541212121212120678e+01,-7.332828016323630038e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.387272727272726058e+01,-7.327287956427966265e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.233333333333333570e+01,-7.321843082290753557e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-4.079393939393938950e+01,-7.316477660753878354e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.952271911463681420e+01,-7.312121212121211045e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.925454545454545041e+01,-7.311100566740698525e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.771515151515151132e+01,-7.305416494611688449e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.617575757575757223e+01,-7.299808214159682507e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.463636363636363313e+01,-7.294288007879201530e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.309696969696969404e+01,-7.288877953980488655e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.155757575757575495e+01,-7.283612139308397104e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-3.001818181818181230e+01,-7.278539811466552578e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.847878787878787321e+01,-7.273729814080108724e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.693939393939393767e+01,-7.269276822791059089e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.539999999999999858e+01,-7.265310167408763675e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.386060606060606304e+01,-7.262006450080590980e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.232121212121211684e+01,-7.259607860282073943e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-2.078181818181817775e+01,-7.258449244601790440e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.924242424242424221e+01,-7.258998988959913845e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.770303030303030312e+01,-7.261922350480503496e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.616363636363636047e+01,-7.268182547952056893e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.462424242424242138e+01,-7.279207950735229815e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.308484848484849117e+01,-7.297180597969365579e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.221775902541920722e+01,-7.312121212121211045e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.154545454545453964e+01,-7.324446920470178668e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-1.000606060606060232e+01,-7.365279947757981915e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-8.466666666666663232e+00,-7.430230008151171717e+01,4.000000000000000000e+01
-1.000000000000000000e+00,-7.868496190424413506e+00,-7.466060606060605664e+01,4.000000000000000000e+01
