saving only one halfx,y
4.899072404834534922e+01,-9.744060127557043316e+00
4.900807799348520888e+01,-9.540863107883449601e+00
4.902602449004006502e+01,-9.326461689728768434e+00
4.904360674451926627e+01,-9.112060271574080161e+00
4.906082780377033004e+01,-8.897658853419400771e+00
4.907769061346664330e+01,-8.683257435264712498e+00
4.909419801929779936e+01,-8.468856017110033108e+00
4.911035276809823813e+01,-8.254454598955344835e+00
4.912615750891498578e+01,-8.040053180800663668e+00
4.914161479401504806e+01,-7.825651762645977172e+00
4.915672707983319611e+01,-7.611250344491296893e+00
4.917149672786071335e+01,-7.396848926336609509e+00
4.918592600547550830e+01,-7.182447508181921236e+00
4.920001708671403406e+01,-6.968046090027240957e+00
4.920512546650004282e+01,-6.888544257669247273e+00
4.921377205298553292e+01,-6.753644671872553573e+00
4.922719289372861340e+01,-6.539243253717873294e+00
4.924028150701069251e+01,-6.324841835563186798e+00
4.925303970007029619e+01,-6.110440417408505631e+00
4.926546918980236711e+01,-5.896038999253818247e+00
4.927757160318657270e+01,-5.681637581099137080e+00
4.928934847765872718e+01,-5.467236162944449696e+00
4.930080126142504326e+01,-5.252834744789769417e+00
4.931193131371916394e+01,-5.038433326635082032e+00
4.932273990500171834e+01,-4.824031908480394648e+00
4.933322821710209638e+01,-4.609630490325714369e+00
4.934339734330203697e+01,-4.395229072171026985e+00
4.935324828836064626e+01,-4.180827654016345818e+00
4.936278196848020627e+01,-3.966426235861658434e+00
4.937199921121236201e+01,-3.752024817706978155e+00
4.938090075530375600e+01,-3.537623399552290770e+00
4.938948725048055621e+01,-3.323221981397610048e+00
4.939775925717097493e+01,-3.108820563242922663e+00
4.940571724616479088e+01,-2.894419145088242384e+00
4.941336159820892959e+01,-2.680017726933555000e+00
4.941952688465472221e+01,-2.499747952412556096e+00
4.942069260353795102e+01,-2.465616308778874277e+00
4.942771046133820789e+01,-2.251214890624186893e+00
4.943441527914453815e+01,-2.036813472469499509e+00
4.944080707216777171e+01,-1.822412054314819008e+00
4.944688576255197887e+01,-1.608010636160131401e+00
4.945265117855933568e+01,-1.393609218005451122e+00
4.945810305368132731e+01,-1.179207799850763516e+00
4.946324102567420766e+01,-9.648063816960830152e-01
4.946806463551662603e+01,-7.504049635413956310e-01
4.947257332628766591e+01,-5.360035453867151300e-01
4.947676644196275220e+01,-3.216021272320276903e-01
4.948064322612502508e+01,-1.072007090773471893e-01
4.948420289860892041e+01,1.072007090773402505e-01
4.948744636787198203e+01,3.216021272320276903e-01
4.949037621962432354e+01,5.360035453867082467e-01
4.949299499785301037e+01,7.504049635413956310e-01
4.949530512940539495e+01,9.648063816960761319e-01
4.949730892657139236e+01,1.179207799850763516e+00
4.949900858954557492e+01,1.393609218005444017e+00
4.950040620877349795e+01,1.608010636160131401e+00
4.950150376718667644e+01,1.822412054314812124e+00
4.950230314232994999e+01,2.036813472469499509e+00
4.950280610838537854e+01,2.251214890624179787e+00
4.950301433809589469e+01,2.465616308778867172e+00
4.950292940459249991e+01,2.680017726933555000e+00
4.950255278312784668e+01,2.894419145088235279e+00
4.950188585271953201e+01,3.108820563242922663e+00
4.950092989770579521e+01,3.323221981397603386e+00
4.949968610921654033e+01,3.537623399552290770e+00
4.949815558656181480e+01,3.752024817706971049e+00
4.949633933854079260e+01,3.966426235861658434e+00
4.949423828467296005e+01,4.180827654016338712e+00
4.949185325635388466e+01,4.395229072171026985e+00
4.948918499793769854e+01,4.609630490325707264e+00
4.948623416774788097e+01,4.824031908480394648e+00
4.948300133901840780e+01,5.038433326635074927e+00
4.947948700076678108e+01,5.252834744789762311e+00
4.947569155860045242e+01,5.467236162944449696e+00
4.947161533545821044e+01,5.681637581099129974e+00
4.946725857228783951e+01,5.896038999253818247e+00
4.946262142866114431e+01,6.110440417408498526e+00
4.945770398332775386e+01,6.324841835563185910e+00
4.945250623470860063e+01,6.539243253717866189e+00
4.944702810133009763e+01,6.753644671872553573e+00
4.944126942219981657e+01,6.968046090027233852e+00
4.943522995712467605e+01,7.182447508181921236e+00
4.942890938697213699e+01,7.396848926336602403e+00
4.942230731387520137e+01,7.611250344491289788e+00
4.941952688465471510e+01,7.697912141722254908e+00
4.941542326138178254e+01,7.825651762645970067e+00
4.940825667454873127e+01,8.040053180800663668e+00
4.940080691998132778e+01,8.254454598955344835e+00
4.939307328581812584e+01,8.468856017110026002e+00
4.938505498166184537e+01,8.683257435264705393e+00
4.937675113845618569e+01,8.897658853419400771e+00
4.936816080830890030e+01,9.112060271574080161e+00
4.935928296426111928e+01,9.326461689728761328e+00
4.935011650000285499e+01,9.540863107883442495e+00
4.934066022953477670e+01,9.755264526038136097e+00
4.933091288677588437e+01,9.969665944192817264e+00
4.932087312511718125e+01,1.018406736234749665e+01
4.931053951692064885e+01,1.039846878050219203e+01
4.929991055296357416e+01,1.061287019865687142e+01
4.928898464182758232e+01,1.082727161681155259e+01
4.927776010923194860e+01,1.104167303496623376e+01
4.926623519731059275e+01,1.125607445312092736e+01
4.925440806383220149e+01,1.147047587127560853e+01
4.924227678136274733e+01,1.168487728943028792e+01
4.922983933636951548e+01,1.189927870758496731e+01
4.921709362826602785e+01,1.211368012573966269e+01
4.920512546650004282e+01,1.231025336792409419e+01
4.920403746839667747e+01,1.232808154389434385e+01
4.919066857896025624e+01,1.254248296204902502e+01
4.917698459187121784e+01,1.275688438020371862e+01
4.916298304755754600e+01,1.297128579835839979e+01
4.914866139369389941e+01,1.318568721651307918e+01
4.913401698386883965e+01,1.340008863466776035e+01
4.911904707618462851e+01,1.361449005282245395e+01
4.910374883178808858e+01,1.382889147097713511e+01
4.908811931333098499e+01,1.404329288913181628e+01
4.907215548335820898e+01,1.425769430728649567e+01
4.905585420262188023e+01,1.447209572544119105e+01
4.903921222831967697e+01,1.468649714359587044e+01
4.902222621225516974e+01,1.490089856175054983e+01
4.900489269891815525e+01,1.511529997990524521e+01
4.899072404834534922e+01,1.528717992245724488e+01
4.898720812348281584e+01,1.532970139805992638e+01
4.896916880972123920e+01,1.554410281621460754e+01
4.895077096782991077e+01,1.575850423436928693e+01
4.893201069216658539e+01,1.597290565252398231e+01
4.891288395889478124e+01,1.618730707067866348e+01
4.889338662353305409e+01,1.640170848883334287e+01
4.887351441840603883e+01,1.661610990698802226e+01
4.885326294999406826e+01,1.683051132514271941e+01
4.883262769617814314e+01,1.704491274329739880e+01
4.881160400337665095e+01,1.725931416145207820e+01
4.879018708357027378e+01,1.747371557960675759e+01
4.877632263019066983e+01,1.761015772559068537e+01
4.876837201121124110e+01,1.768811699776145474e+01
4.874615372001283475e+01,1.790251841591613413e+01
4.872352699961508904e+01,1.811691983407081352e+01
4.870048649212208858e+01,1.833132125222551068e+01
4.867702668850631653e+01,1.854572267038019007e+01
4.865314192487524991e+01,1.876012408853486946e+01
4.862882637859493684e+01,1.897452550668954885e+01
4.860407406426541144e+01,1.918892692484424600e+01
4.857887882954214831e+01,1.940332834299892539e+01
4.856192121203599044e+01,1.954530108031089242e+01
4.855323435079785099e+01,1.961772976115360478e+01
4.852713412861825049e+01,1.983213117930828773e+01
4.850057148312548350e+01,2.004653259746298133e+01
4.847353954912238549e+01,2.026093401561766072e+01
4.844603127105030893e+01,2.047533543377234011e+01
4.841803939775326882e+01,2.068973685192703726e+01
4.838955647704032259e+01,2.090413827008171666e+01
4.836057485003814804e+01,2.111853968823639960e+01
4.834751979388130394e+01,2.121370227173876444e+01
4.833108664532492327e+01,2.133294110639107899e+01
4.830108377283663401e+01,2.154734252454577259e+01
4.827055791753613789e+01,2.176174394270045198e+01
4.823950053283493133e+01,2.197614536085513137e+01
4.820790283375718133e+01,2.219054677900981432e+01
4.817575578983466045e+01,2.240494819716450792e+01
4.814305011772140119e+01,2.261934961531918731e+01
4.813311837572660323e+01,2.268356996416959603e+01
4.810977627351515906e+01,2.283375103347387025e+01
4.807592444477342042e+01,2.304815245162856385e+01
4.804148454220984377e+01,2.326255386978324324e+01
4.800644619105720778e+01,2.347695528793792263e+01
4.797079872208161078e+01,2.369135670609260913e+01
4.793453116223212618e+01,2.390575812424729918e+01
4.791871695757192384e+01,2.399792901314138405e+01
4.789763222490914529e+01,2.412015954240197857e+01
4.786009029983398477e+01,2.433456096055666151e+01
4.782189344250097207e+01,2.454896237871134090e+01
4.778302936319256133e+01,2.476336379686603451e+01
4.774348541553689529e+01,2.497776521502071390e+01
4.770431553941725156e+01,2.518651285317958255e+01
4.770324858458578632e+01,2.519216663317539684e+01
4.766230547439048593e+01,2.540656805133009044e+01
4.762064229505067203e+01,2.562096946948476983e+01
4.757824484921106034e+01,2.583537088763945277e+01
4.753509851797868890e+01,2.604977230579413572e+01
4.749118824623202784e+01,2.626417372394882577e+01
4.748991412126255796e+01,2.627032281537966441e+01
4.744649852729184403e+01,2.647857514210350516e+01
4.740101338692156929e+01,2.669297656025818810e+01
4.735471636662336437e+01,2.690737797841286749e+01
4.730759050619397499e+01,2.712177939656756109e+01
4.727551270310787856e+01,2.726544795005650101e+01
4.725961832550245134e+01,2.733618081472224404e+01
4.721078180544927250e+01,2.755058223287692343e+01
4.716106236806421492e+01,2.776498365103161703e+01
4.711044085569793083e+01,2.797938506918629642e+01
4.706111128495319917e+01,2.818463684495874944e+01
4.705889750925885551e+01,2.819378648734097936e+01
4.700641194544477486e+01,2.840818790549565875e+01
4.695296313291477475e+01,2.862258932365035236e+01
4.689852936734408217e+01,2.883699074180503885e+01
4.684670986679851268e+01,2.903747814491364565e+01
4.684308824530082660e+01,2.905139215995971469e+01
4.678661663687974936e+01,2.926579357811439408e+01
4.672909065702359044e+01,2.948019499626908768e+01
4.667048563545899498e+01,2.969459641442377063e+01
4.663230844864381908e+01,2.983204303258090562e+01
4.661077608516826842e+01,2.990899783257845002e+01
4.654993566931391058e+01,3.012339925073314362e+01
4.648793716652694741e+01,3.033780066888782656e+01
4.642475243446425992e+01,3.055220208704250240e+01
4.641790703048913969e+01,3.057514874935251115e+01
4.636035237153392785e+01,3.076660350519718534e+01
4.629470687668062112e+01,3.098100492335188250e+01
4.622778480711582461e+01,3.119540634150656544e+01
4.620350561233446030e+01,3.127208968627297025e+01
4.615955393386979466e+01,3.140980775966124128e+01
4.608998089503347728e+01,3.162420917781592067e+01
4.601903114654981408e+01,3.183861059597061782e+01
4.598910419417978090e+01,3.192770894305557761e+01
4.594666891040334633e+01,3.205301201412529366e+01
4.587285712004697302e+01,3.226741343227998016e+01
4.579755736289278900e+01,3.248181485043465955e+01
4.577470277602509441e+01,3.254597706859966877e+01
4.572072981968134542e+01,3.269621626858935315e+01
4.564233320053061504e+01,3.291061768674403254e+01
4.556232467745066117e+01,3.312501910489871193e+01
4.556030135787040791e+01,3.313037697868693954e+01
4.548065981309466110e+01,3.333942052305340553e+01
4.539729248549969043e+01,3.355382194120808492e+01
4.534589993971572142e+01,3.368373650733178692e+01
4.531217480855140423e+01,3.376822335936277142e+01
4.522525704788742473e+01,3.398262477751745791e+01
4.513648753193139385e+01,3.419702619567214441e+01
4.513149852156103492e+01,3.420892750190340337e+01
4.504581255772615833e+01,3.441142761382682380e+01
4.495317629120832237e+01,3.462582903198150319e+01
4.491709710340634842e+01,3.470803621108203885e+01
4.485852066153782403e+01,3.484023045013618258e+01
4.476178524906570289e+01,3.505463186829087618e+01
4.470269568525166903e+01,3.518326410972833429e+01
4.466290716648881443e+01,3.526903328644556268e+01
4.456182093270371780e+01,3.548343470460024207e+01
4.448829426709698254e+01,3.563639065922586013e+01
4.445845833883165454e+01,3.569783612275493567e+01
4.435274830584217653e+01,3.591223754090961506e+01
4.427389284894229604e+01,3.606902649047438558e+01
4.424461673315466470e+01,3.612663895906429445e+01
4.413398633754430733e+01,3.634104037721897384e+01
4.405949143078761665e+01,3.648263136197656564e+01
4.402077648162060086e+01,3.655544179537366745e+01
4.390490299108295602e+01,3.676984321352835394e+01
4.384509001263293015e+01,3.687852990684314847e+01
4.378627795988762728e+01,3.698424463168303333e+01
4.366480954238311796e+01,3.719864604983771272e+01
4.363068859447825076e+01,3.725792547352340733e+01
4.354040173138620418e+01,3.741304746799240633e+01
4.341628717632355716e+01,3.762190302715229961e+01
4.341295412107706397e+01,3.762744888614708572e+01
4.328236165348828024e+01,3.784185030430176511e+01
4.320188575816887777e+01,3.797135373386866775e+01
4.314851434724874935e+01,3.805625172245645871e+01
4.301129700711634030e+01,3.827065314061114520e+01
4.298748434001419838e+01,3.830729694834418808e+01
4.287058891269388283e+01,3.848505455876582459e+01
4.277308292185951899e+01,3.863046859965353974e+01
4.272626348456726220e+01,3.869945597692050399e+01
4.257818792593234036e+01,3.891385739507519759e+01
4.255868150370482539e+01,3.894167651041107092e+01
4.242622283758574753e+01,3.912825881322987698e+01
4.234428008555013889e+01,3.924154826920860017e+01
4.227022180394136797e+01,3.934266023138455637e+01
4.212987866739545950e+01,3.953079193808116543e+01
4.210947211137501967e+01,3.955706164953924286e+01
4.194046411943928376e+01,3.977146306769393647e+01
4.191547724924075879e+01,3.980269115242692379e+01
4.176279769147585341e+01,3.998586448584861586e+01
4.170107583108608651e+01,4.005883432913036302e+01
4.157630607575304538e+01,4.020026590400329525e+01
4.148667441293140712e+01,4.030054361526747186e+01
4.138014661533704697e+01,4.041466732215798885e+01
4.127227299477672773e+01,4.052889218550959782e+01
4.117333419890654511e+01,4.062906874031266824e+01
4.105787157662203413e+01,4.074477268392910645e+01
4.095470928720163073e+01,4.084347015846734763e+01
4.084347015846734763e+01,4.094892748373180069e+01
4.072289727272656989e+01,4.105787157662202702e+01
4.062906874031266113e+01,4.114197333709796567e+01
4.047625630707968014e+01,4.127227299477672773e+01
4.041466732215798885e+01,4.131860480546828285e+01
4.020026590400329525e+01,4.146830767208459889e+01
4.017308205722370928e+01,4.148667441293140712e+01
3.998586448584861586e+01,4.161180418140111215e+01
3.984684377112587583e+01,4.170107583108608651e+01
3.977146306769393647e+01,4.174897702209216988e+01
3.955706164953924286e+01,4.188014040120340553e+01
3.949708999978861357e+01,4.191547724924076590e+01
3.934266023138454926e+01,4.200558635498327931e+01
3.912825881322987698e+01,4.212558662215348448e+01
3.912031351946991009e+01,4.212987866739545950e+01
3.891385739507519759e+01,4.224039432887781231e+01
3.871119622155772078e+01,4.234428008555014600e+01
3.869945597692050399e+01,4.235024550709045599e+01
3.848505455876582459e+01,4.245536046504082606e+01
3.827065314061114520e+01,4.255594502650968280e+01
3.826460393824359585e+01,4.255868150370482539e+01
3.805625172245645871e+01,4.265219165308740656e+01
3.784185030430176511e+01,4.274428046212836563e+01
3.777210215948313987e+01,4.277308292185951899e+01
3.762744888614708572e+01,4.283238015146120858e+01
3.741304746799240633e+01,4.291664884060745067e+01
3.722474336622728686e+01,4.298748434001419838e+01
3.719864604983771272e+01,4.299723483710924654e+01
3.698424463168303333e+01,4.307427733556666283e+01
3.676984321352835394e+01,4.314790705611292765e+01
3.660554419328359188e+01,4.320188575816887777e+01
3.655544179537366745e+01,4.321824682829485198e+01
3.634104037721896674e+01,4.328541212566035767e+01
3.612663895906429445e+01,4.334951155577115856e+01
3.591223754090961506e+01,4.341064730984643916e+01
3.589158144229669034e+01,4.341628717632356427e+01
3.569783612275493567e+01,4.346891557579271392e+01
3.548343470460024207e+01,4.352440691797757211e+01
3.526903328644556268e+01,4.357720662675405521e+01
3.505463186829087618e+01,4.362739504043267402e+01
3.503987233630311238e+01,4.363068859447825076e+01
3.484023045013618258e+01,4.367504784212223967e+01
3.462582903198150319e+01,4.372023633361770578e+01
3.441142761382682380e+01,4.376302768829540213e+01
3.419702619567214441e+01,4.380348518478363218e+01
3.398262477751745081e+01,4.384166842300398059e+01
3.396228810935635067e+01,4.384509001263293015e+01
3.376822335936277142e+01,4.387763352402518535e+01
3.355382194120808492e+01,4.391143331503361935e+01
3.333942052305340553e+01,4.394311750060142430e+01
3.312501910489871193e+01,4.397273282132270822e+01
3.291061768674403254e+01,4.400032320078900483e+01
3.269621626858935315e+01,4.402592988178569300e+01
3.248181485043465955e+01,4.404959155251076197e+01
3.238434738655387690e+01,4.405949143078761665e+01
3.226741343227998016e+01,4.407134446354453416e+01
3.205301201412529366e+01,4.409122253623345244e+01
3.183861059597061782e+01,4.410925746309153084e+01
3.162420917781592067e+01,4.412547880076922269e+01
3.140980775966124128e+01,4.413991405609070284e+01
3.119540634150656189e+01,4.415258876561608048e+01
3.098100492335187894e+01,4.416352656914448715e+01
3.076660350519718534e+01,4.417274927753734914e+01
3.055220208704250595e+01,4.418027693520703991e+01
3.033780066888782656e+01,4.418612787758561211e+01
3.012339925073314362e+01,4.419031878385978018e+01
2.990899783257845002e+01,4.419286472523233300e+01
2.969459641442377063e+01,4.419377920894614675e+01
2.948019499626908768e+01,4.419307421828495563e+01
2.926579357811439408e+01,4.419076024874429720e+01
2.905139215995971469e+01,4.418684634054729798e+01
2.883699074180503530e+01,4.418134010766207354e+01
2.862258932365035236e+01,4.417424776346090454e+01
2.840818790549565875e+01,4.416557414314610241e+01
2.819378648734097936e+01,4.415532272305267014e+01
2.797938506918629642e+01,4.414349563692400835e+01
2.776498365103161703e+01,4.413009368924418396e+01
2.755058223287692343e+01,4.411511636569742478e+01
2.733618081472224404e+01,4.409856184081385067e+01
2.712177939656756109e+01,4.408042698284882732e+01
2.690737797841286749e+01,4.406070735593220888e+01
2.689512161686877434e+01,4.405949143078761665e+01
2.669297656025818810e+01,4.403939721951298480e+01
2.647857514210350516e+01,4.401648952511413881e+01
2.626417372394882577e+01,4.399197591040226740e+01
2.604977230579413217e+01,4.396584669056585426e+01
2.583537088763945277e+01,4.393809084698602163e+01
2.562096946948476983e+01,4.390869601317321269e+01
2.540656805133009044e+01,4.387764845793248725e+01
2.519319212746191283e+01,4.384509001263293015e+01
2.519216663317539684e+01,4.384493306570995941e+01
2.497776521502071390e+01,4.381053331406159401e+01
2.476336379686603451e+01,4.377443124817466469e+01
2.454896237871134090e+01,4.373660745236055902e+01
2.433456096055666151e+01,4.369704101842571475e+01
2.412015954240197857e+01,4.365570951081478057e+01
2.399555016356270798e+01,4.363068859447825076e+01
2.390575812424729918e+01,4.361258892840736223e+01
2.369135670609260558e+01,4.356765366283549668e+01
2.347695528793792263e+01,4.352087645317475051e+01
2.326255386978324324e+01,4.347222833684640619e+01
2.304815245162856385e+01,4.342167859655157258e+01
2.302603674064151207e+01,4.341628717632355716e+01
2.283375103347387025e+01,4.336919470304083291e+01
2.261934961531918731e+01,4.331474225350398655e+01
2.240494819716450792e+01,4.325828490534478021e+01
2.219821096881097944e+01,4.320188575816887777e+01
2.219054677900981432e+01,4.319978430508346889e+01
2.197614536085513137e+01,4.313920001210717459e+01
2.176174394270045198e+01,4.307648941696255918e+01
2.154734252454577259e+01,4.301160765385848350e+01
2.146998170154752827e+01,4.298748434001419838e+01
2.133294110639107899e+01,4.294450750701653874e+01
2.111853968823639605e+01,4.287513931047561044e+01
2.090413827008171666e+01,4.280345084092180485e+01
2.081590846387124927e+01,4.277308292185951899e+01
2.068973685192703726e+01,4.272938720307712401e+01
2.047533543377234011e+01,4.265289070713930641e+01
2.026093401561766072e+01,4.257390073771961170e+01
2.022070285831496506e+01,4.255868150370482539e+01
2.004653259746298133e+01,4.249235361367685471e+01
1.983213117930828773e+01,4.240818243819124689e+01
1.967411614408937481e+01,4.234428008555013889e+01
1.961772976115360478e+01,4.232131693836304720e+01
1.940332834299892539e+01,4.223168329355578265e+01
1.918892692484424600e+01,4.213920395163261645e+01
1.916782815923512118e+01,4.212987866739545950e+01
1.897452550668954885e+01,4.204379743215580589e+01
1.876012408853486946e+01,4.194537811553295370e+01
1.869662579100544875e+01,4.191547724924077301e+01
1.854572267038019007e+01,4.184385601699801782e+01
1.833132125222551068e+01,4.173913654420985608e+01
1.825537050355562130e+01,4.170107583108608651e+01
1.811691983407081352e+01,4.163112023713478038e+01
1.790251841591613413e+01,4.151970248875021241e+01
1.784052465606301396e+01,4.148667441293140712e+01
1.768811699776145474e+01,4.140477324496377776e+01
1.747371557960675759e+01,4.128621668198346839e+01
1.744907627906113490e+01,4.127227299477673483e+01
1.725931416145207820e+01,4.110672930329300101e+01
1.720464805294232136e+01,4.105787157662203413e+01
1.704491274329739880e+01,4.091160098972464709e+01
1.697224353805377461e+01,4.084347015846734763e+01
1.683051132514271941e+01,4.070727216146849514e+01
1.675097733755384510e+01,4.062906874031266824e+01
1.661610990698802226e+01,4.049309360759285426e+01
1.654004283033403055e+01,4.041466732215798885e+01
1.640170848883334287e+01,4.026836620638680131e+01
1.633870427902528988e+01,4.020026590400329525e+01
1.618730707067866348e+01,4.003233669682034446e+01
1.614628982591661455e+01,3.998586448584861586e+01
1.597290565252398231e+01,3.978419304098168396e+01
1.596218526636133639e+01,3.977146306769393647e+01
1.578612157622240986e+01,3.955706164953924286e+01
1.575850423436928693e+01,3.952253506063069466e+01
1.561746264747203661e+01,3.934266023138455637e+01
1.554410281621460754e+01,3.924651403724539733e+01
1.545560836512764524e+01,3.912825881322986987e+01
1.532970139805992638e+01,3.895527909138242961e+01
1.530011672393705702e+01,3.891385739507519759e+01
1.515092988229248050e+01,3.869945597692051109e+01
1.511529997990524521e+01,3.864686793583521052e+01
1.500764660787293536e+01,3.848505455876582459e+01
1.490089856175055161e+01,3.831991141267602785e+01
1.486961864609071249e+01,3.827065314061113810e+01
1.473699133127570526e+01,3.805625172245645871e+01
1.468649714359587044e+01,3.797234089607996310e+01
1.460930516807155932e+01,3.784185030430176511e+01
1.448611083606008521e+01,3.762744888614708572e+01
1.447209572544119105e+01,3.760243078038609355e+01
1.436773777997715484e+01,3.741304746799240633e+01
1.425769430728649567e+01,3.720712925824754080e+01
1.425323308275637046e+01,3.719864604983771272e+01
1.414322407185119523e+01,3.698424463168303333e+01
1.404329288913181628e+01,3.678333395442086129e+01
1.403668573648081441e+01,3.676984321352835394e+01
1.393425651512568386e+01,3.655544179537366745e+01
1.383498142361547600e+01,3.634104037721897384e+01
1.382889147097713511e+01,3.632755439786015472e+01
1.373948969217110339e+01,3.612663895906429445e+01
1.364696693222220603e+01,3.591223754090961506e+01
1.361449005282245395e+01,3.583491932127419233e+01
1.355772067610487497e+01,3.569783612275493567e+01
1.347143868900221619e+01,3.548343470460024207e+01
1.340008863466776035e+01,3.530074396016505034e+01
1.338787207698937110e+01,3.526903328644556268e+01
1.330736844382717088e+01,3.505463186829088329e+01
1.322930125713049243e+01,3.484023045013618258e+01
1.318568721651307918e+01,3.471700568754333460e+01
1.315383326083573934e+01,3.462582903198150319e+01
1.308095779010027648e+01,3.441142761382682380e+01
1.301028303927893148e+01,3.419702619567214441e+01
1.297128579835839979e+01,3.407531097536249121e+01
1.294195467126439603e+01,3.398262477751745081e+01
1.287595968351181241e+01,3.376822335936277142e+01
1.281195895873904611e+01,3.355382194120808492e+01
1.275688438020371862e+01,3.336366910898753702e+01
1.274994339335351334e+01,3.333942052305340553e+01
1.269017398588311352e+01,3.312501910489871193e+01
1.263221728317331838e+01,3.291061768674403254e+01
1.257602281585582915e+01,3.269621626858935315e+01
1.254248296204902502e+01,3.256445019096585014e+01
1.252168042753666732e+01,3.248181485043465955e+01
1.246921324382303453e+01,3.226741343227998016e+01
1.241835379219682167e+01,3.205301201412529366e+01
1.236905899048221791e+01,3.183861059597061782e+01
1.232808154389434385e+01,3.165480783404755982e+01
1.232133037685816745e+01,3.162420917781592067e+01
1.227533359341432195e+01,3.140980775966124128e+01
1.223076911835627811e+01,3.119540634150656189e+01
1.218759992205475307e+01,3.098100492335187894e+01
1.214579022857023816e+01,3.076660350519718534e+01
1.211368012573966269e+01,3.059667923475101858e+01
1.210535612518253856e+01,3.055220208704250595e+01
1.206639848296414996e+01,3.033780066888782656e+01
1.202869000077613038e+01,3.012339925073314717e+01
1.199219967064107450e+01,2.990899783257845002e+01
1.195689747301661043e+01,2.969459641442377063e+01
1.192275433329124823e+01,2.948019499626908768e+01
1.189927870758496908e+01,2.932786638304969884e+01
1.188979676320934331e+01,2.926579357811439408e+01
1.185806977528082840e+01,2.905139215995971469e+01
1.182741180309063189e+01,2.883699074180503530e+01
1.179779739550193973e+01,2.862258932365035236e+01
1.176920185197990598e+01,2.840818790549565875e+01
1.174160119046638506e+01,2.819378648734097936e+01
1.171497211674858718e+01,2.797938506918629642e+01
1.168929199523918427e+01,2.776498365103161703e+01
1.168487728943028792e+01,2.772682435719594807e+01
1.166464793319553905e+01,2.755058223287692343e+01
1.164092688872190529e+01,2.733618081472224404e+01
1.161808441039898376e+01,2.712177939656756109e+01
1.159610041551970738e+01,2.690737797841286749e+01
1.157495534781817881e+01,2.669297656025818810e+01
1.155463015541009497e+01,2.647857514210350516e+01
1.153510626968492048e+01,2.626417372394882577e+01
1.151636558510045560e+01,2.604977230579413217e+01
1.149839043983307185e+01,2.583537088763945277e+01
1.148116359723995572e+01,2.562096946948476983e+01
1.147047587127560853e+01,2.548214705270769187e+01
1.146469694472414602e+01,2.540656805133009044e+01
1.144899398269775048e+01,2.519216663317539684e+01
1.143398561789195078e+01,2.497776521502071390e+01
1.141965628303177382e+01,2.476336379686603451e+01
1.140599075087592951e+01,2.454896237871134090e+01
1.139297411986073882e+01,2.433456096055666151e+01
1.138059180030830753e+01,2.412015954240197857e+01
1.136882950117182922e+01,2.390575812424729918e+01
1.135767321729251300e+01,2.369135670609260558e+01
1.134710921714403575e+01,2.347695528793792263e+01
1.133712403104166988e+01,2.326255386978324324e+01
1.132770443979472574e+01,2.304815245162856385e+01
1.131883746378186828e+01,2.283375103347387025e+01
1.131051035243023506e+01,2.261934961531918731e+01
1.130271057408016233e+01,2.240494819716450792e+01
1.129542580621844294e+01,2.219054677900981432e+01
1.128864392606388733e+01,2.197614536085513137e+01
1.128235300148995179e+01,2.176174394270045198e+01
1.127654128226988561e+01,2.154734252454577259e+01
1.127119719163084888e+01,2.133294110639107899e+01
1.126630931810398550e+01,2.111853968823639605e+01
1.126186640765829594e+01,2.090413827008171666e+01
1.125785735610676674e+01,2.068973685192703726e+01
1.125607445312092736e+01,2.058319099891534876e+01
1.125427869096261624e+01,2.047533543377233656e+01
1.125111764476924847e+01,2.026093401561766072e+01
1.124835614361225922e+01,2.004653259746298133e+01
1.124598369054714553e+01,1.983213117930829128e+01
1.124398990239628304e+01,1.961772976115360478e+01
1.124236450361107487e+01,1.940332834299892539e+01
1.124109732034018450e+01,1.918892692484424600e+01
1.124017827469671182e+01,1.897452550668954885e+01
1.123959737921747859e+01,1.876012408853486946e+01
1.123934473150813140e+01,1.854572267038019007e+01
1.123941050906785755e+01,1.833132125222551068e+01
1.123978496428821394e+01,1.811691983407081352e+01
1.124045841962071890e+01,1.790251841591613413e+01
1.124142126290809429e+01,1.768811699776145474e+01
1.124266394287465332e+01,1.747371557960675759e+01
1.124417696477128636e+01,1.725931416145207820e+01
1.124595088617106065e+01,1.704491274329740236e+01
1.124797631291147226e+01,1.683051132514271941e+01
1.125024389517989576e+01,1.661610990698802226e+01
1.125274432373880096e+01,1.640170848883334287e+01
1.125546832628771377e+01,1.618730707067866348e+01
1.125607445312092736e+01,1.614308893111103060e+01
1.125841500279167917e+01,1.597290565252398231e+01
1.126156956018070865e+01,1.575850423436928693e+01
1.126492058607083990e+01,1.554410281621460754e+01
1.126845887664802781e+01,1.532970139805992638e+01
1.127217525016188659e+01,1.511529997990524521e+01
1.127606054403674563e+01,1.490089856175055161e+01
1.128010561210334650e+01,1.468649714359587044e+01
1.128430132194952229e+01,1.447209572544119105e+01
1.128863855238850178e+01,1.425769430728649567e+01
1.129310819104333952e+01,1.404329288913181628e+01
1.129770113204645732e+01,1.382889147097713511e+01
1.130240827385316571e+01,1.361449005282245395e+01
1.130722051716821674e+01,1.340008863466776035e+01
1.131212876298467229e+01,1.318568721651307918e+01
1.131712391073433466e+01,1.297128579835839979e+01
