-38.45,52.33,-40.0
-24.17,48.48,-40.0
-25.77,43.48,-40.0
-14.83,39.22,-40.0
-10.25,35.56,-40.0
-8.97,28.15,-40.0
-0.69,25.7,-40.0
1.63,21.81,-40.0
2.33,13.72,-40.0
2.75,8.45,-40.0
4.18,0.0,-40.0
3.73,-11.48,-40.0
3.56,-14.12,-40.0
3.36,-14.65,-40.0
2.05,-26.59,-40.0
3.47,-36.45,-40.0
1.99,-39.54,-40.0
1.6,-48.37,-40.0
-3.23,-50.81,-40.0
-9.8,-53.28,-40.0
-13.36,-60.48,-40.0
65.91,-14.16,-40.0
61.77,-14.59,-40.0
73.65,-0.0,-40.0
68.35,10.8,-40.0
-27.59,55.86,-40.0
-15.81,52.68,-40.0
-17.94,46.03,-40.0
-8.92,42.51,-40.0
-3.12,37.88,-40.0
-1.5,28.49,-40.0
3.42,27.04,-40.0
4.79,24.73,-40.0
5.48,16.86,-40.0
6.5,13.49,-40.0
6.26,12.35,-40.0
8.35,0.0,-40.0
7.96,-10.01,-40.0
8.87,-12.15,-40.0
7.5,-23.07,-40.0
6.93,-28.18,-40.0
8.61,-39.85,-40.0
7.85,-41.44,-40.0
7.39,-51.6,-40.0
4.19,-53.22,-40.0
-0.17,-54.86,-40.0
-4.4,-63.39,-40.0
55.62,-28.32,-40.0
47.34,-29.17,-40.0
71.1,-0.0,-40.0
60.5,21.61,-40.0
-16.72,59.39,-40.0
-7.45,56.88,-40.0
-10.11,48.57,-40.0
-3.01,45.8,-40.0
4.01,40.2,-40.0
5.97,28.83,-40.0
7.52,28.37,-40.0
7.96,27.64,-40.0
8.18,25.16,-40.0
12.76,9.97,-40.0
11.71,4.86,-40.0
12.53,0.0,-40.0
12.38,-3.94,-40.0
14.51,-8.98,-40.0
12.53,-24.7,-40.0
13.52,-41.62,-40.0
13.76,-43.24,-40.0
13.7,-43.34,-40.0
13.19,-54.83,-40.0
11.61,-55.63,-40.0
9.45,-56.44,-40.0
4.57,-66.3,-40.0
45.34,-42.48,-40.0
32.91,-43.76,-40.0
68.55,-0.0,-40.0
52.65,32.41,-40.0
-5.86,62.92,-40.0
0.91,61.09,-40.0
-2.28,51.11,-40.0
2.9,49.09,-40.0
11.14,42.51,-40.0
12.07,37.15,-40.0
14.21,22.39,-40.0
19.02,6.44,-40.0
17.69,-0.0,-40.0
20.16,-5.81,-40.0
18.88,-15.97,-40.0
19.63,-28.85,-40.0
19.04,-36.73,-40.0
18.97,-57.69,-40.0
19.36,-57.25,-40.0
66.0,-0.0,-40.0
44.8,43.22,-40.0
35.05,-56.64,-40.0
18.94,-58.29,-40.0
13.53,-69.22,-40.0
5.0,66.44,-40.0
9.27,65.29,-40.0
5.55,53.66,-40.0
8.81,52.39,-40.0
15.33,47.18,-40.0
31.58,27.28,-40.0
18.1,38.01,-40.0
20.87,25.56,-40.0
23.1,10.15,-40.0
25.29,2.92,-40.0
24.68,-0.0,-40.0
25.8,-2.63,-40.0
25.22,-7.24,-40.0
25.56,-13.08,-40.0
24.33,-29.44,-40.0
24.28,-46.25,-40.0
40.38,-28.32,-40.0
63.46,-0.0,-40.0
36.95,54.02,-40.0
24.76,-70.8,-40.0
