-53.0,54.0,-36.0
-53.0,52.0,-36.0
-52.0,51.0,-36.0
-51.0,50.0,-36.0
-50.0,49.0,-36.0
-47.0,49.0,-36.0
-45.0,49.0,-36.0
-43.0,49.0,-36.0
-41.0,48.0,-36.0
-39.0,49.0,-36.0
-36.0,49.0,-36.0
-34.0,49.0,-36.0
-32.0,49.0,-36.0
-30.0,49.0,-36.0
-28.0,49.0,-36.0
-26.0,49.0,-36.0
-23.0,49.0,-36.0
-21.0,49.0,-36.0
-19.0,49.0,-36.0
-17.0,49.0,-36.0
-16.0,50.0,-36.0
-14.0,50.0,-36.0
-11.0,50.0,-36.0
-10.0,51.0,-36.0
-8.0,51.0,-36.0
-7.0,52.0,-36.0
-5.0,53.0,-36.0
-4.0,54.0,-36.0
