-31.0,-50.0,-36.0
-32.0,-49.0,-36.0
-34.0,-49.0,-36.0
-36.0,-49.0,-36.0
-38.0,-48.0,-36.0
-40.0,-48.0,-36.0
-41.0,-47.0,-36.0
-42.0,-46.0,-36.0
-43.0,-45.0,-36.0
-44.0,-44.0,-36.0
-45.0,-43.0,-36.0
-46.0,-41.0,-36.0
-46.0,-40.0,-36.0
-47.0,-38.0,-36.0
-47.0,-35.0,-36.0
-47.0,-33.0,-36.0
-47.0,-31.0,-36.0
-47.0,-29.0,-36.0
-47.0,-27.0,-36.0
-46.0,-24.0,-36.0
-46.0,-23.0,-36.0
-46.0,-21.0,-36.0
-45.0,-19.0,-36.0
-45.0,-18.0,-36.0
-44.0,-16.0,-36.0
-44.0,-15.0,-36.0
-43.0,-13.0,-36.0
-43.0,-11.0,-36.0
-42.0,-9.0,-36.0
-42.0,-7.0,-36.0
-42.0,-5.0,-36.0
-42.0,-3.0,-36.0
-43.0,-1.0,-36.0
-43.0,1.0,-36.0
-44.0,2.0,-36.0
-45.0,4.0,-36.0
-45.0,5.0,-36.0
-46.0,7.0,-36.0
-47.0,8.0,-36.0
-47.0,10.0,-36.0
-48.0,11.0,-36.0
-48.0,14.0,-36.0
-49.0,15.0,-36.0
-49.0,17.0,-36.0
-49.0,19.0,-36.0
-50.0,21.0,-36.0
-50.0,22.0,-36.0
-50.0,24.0,-36.0
-50.0,27.0,-36.0
-50.0,29.0,-36.0
-50.0,31.0,-36.0
-50.0,33.0,-36.0
-49.0,34.0,-36.0
-49.0,36.0,-36.0
-48.0,38.0,-36.0
-48.0,40.0,-36.0
-47.0,41.0,-36.0
-45.0,42.0,-36.0
-44.0,42.0,-36.0
-43.0,43.0,-36.0
-41.0,43.0,-36.0
-39.0,44.0,-36.0
-36.0,44.0,-36.0
-35.0,44.0,-36.0
-33.0,44.0,-36.0
-31.0,44.0,-36.0
-29.0,44.0,-36.0
-27.0,44.0,-36.0
-26.0,44.0,-36.0
-23.0,44.0,-36.0
-21.0,43.0,-36.0
-20.0,43.0,-36.0
-18.0,42.0,-36.0
-17.0,42.0,-36.0
-15.0,41.0,-36.0
-14.0,40.0,-36.0
-13.0,39.0,-36.0
-12.0,38.0,-36.0
-11.0,36.0,-36.0
-11.0,34.0,-36.0
-10.0,33.0,-36.0
-10.0,31.0,-36.0
-10.0,29.0,-36.0
-9.0,27.0,-36.0
-9.0,24.0,-36.0
-9.0,22.0,-36.0
-10.0,20.0,-36.0
-10.0,18.0,-36.0
-10.0,16.0,-36.0
-10.0,14.0,-36.0
-11.0,13.0,-36.0
-11.0,10.0,-36.0
-11.0,9.0,-36.0
-12.0,7.0,-36.0
-13.0,5.0,-36.0
-13.0,4.0,-36.0
-14.0,2.0,-36.0
-14.0,1.0,-36.0
-15.0,-1.0,-36.0
-15.0,-3.0,-36.0
-15.0,-5.0,-36.0
-16.0,-7.0,-36.0
-16.0,-9.0,-36.0
-16.0,-11.0,-36.0
-15.0,-14.0,-36.0
-15.0,-16.0,-36.0
-15.0,-18.0,-36.0
-15.0,-19.0,-36.0
-14.0,-21.0,-36.0
-14.0,-23.0,-36.0
-14.0,-26.0,-36.0
-14.0,-27.0,-36.0
-13.0,-29.0,-36.0
-13.0,-31.0,-36.0
-13.0,-33.0,-36.0
-13.0,-35.0,-36.0
-14.0,-38.0,-36.0
-14.0,-39.0,-36.0
-14.0,-41.0,-36.0
-15.0,-43.0,-36.0
-15.0,-44.0,-36.0
-16.0,-45.0,-36.0
-17.0,-47.0,-36.0
-18.0,-48.0,-36.0
-19.0,-48.0,-36.0
-21.0,-49.0,-36.0
-23.0,-50.0,-36.0
-24.0,-50.0,-36.0
-27.0,-50.0,-36.0
-29.0,-50.0,-36.0
-31.0,-50.0,-36.0
