61.0,-64.0,36.0
61.0,-61.0,36.0
61.0,-60.0,36.0
61.0,-57.0,36.0
60.0,-55.0,36.0
60.0,-52.0,36.0
60.0,-49.0,36.0
60.0,-48.0,36.0
59.0,-46.0,36.0
59.0,-43.0,36.0
59.0,-40.0,36.0
58.0,-38.0,36.0
58.0,-36.0,36.0
58.0,-34.0,36.0
58.0,-31.0,36.0
58.0,-29.0,36.0
58.0,-26.0,36.0
58.0,-24.0,36.0
58.0,-22.0,36.0
59.0,-20.0,36.0
59.0,-17.0,36.0
59.0,-15.0,36.0
59.0,-12.0,36.0
59.0,-10.0,36.0
59.0,-7.0,36.0
59.0,-4.0,36.0
60.0,-2.0,36.0
60.0,-1.0,36.0
60.0,2.0,36.0
60.0,4.0,36.0
60.0,7.0,36.0
60.0,10.0,36.0
60.0,12.0,36.0
60.0,15.0,36.0
60.0,17.0,36.0
60.0,20.0,36.0
60.0,22.0,36.0
60.0,25.0,36.0
60.0,28.0,36.0
60.0,30.0,36.0
60.0,32.0,36.0
59.0,34.0,36.0
59.0,37.0,36.0
59.0,39.0,36.0
58.0,42.0,36.0
58.0,43.0,36.0
57.0,46.0,36.0
57.0,47.0,36.0
56.0,49.0,36.0
55.0,51.0,36.0
54.0,52.0,36.0
52.0,53.0,36.0
51.0,54.0,36.0
49.0,55.0,36.0
47.0,56.0,36.0
46.0,56.0,36.0
43.0,57.0,36.0
42.0,58.0,36.0
39.0,58.0,36.0
38.0,59.0,36.0
35.0,59.0,36.0
34.0,60.0,36.0
31.0,61.0,36.0
30.0,61.0,36.0
28.0,62.0,36.0
26.0,62.0,36.0
