-6.0,64.0,36.0
-6.0,61.0,36.0
-7.0,58.0,36.0
-7.0,56.0,36.0
-7.0,55.0,36.0
-8.0,52.0,36.0
-8.0,50.0,36.0
-9.0,48.0,36.0
-10.0,46.0,36.0
-10.0,44.0,36.0
-11.0,42.0,36.0
-11.0,40.0,36.0
-12.0,38.0,36.0
-13.0,37.0,36.0
-14.0,35.0,36.0
-15.0,33.0,36.0
-16.0,32.0,36.0
-17.0,30.0,36.0
-19.0,29.0,36.0
-20.0,28.0,36.0
-21.0,28.0,36.0
-24.0,27.0,36.0
-26.0,27.0,36.0
-29.0,27.0,36.0
-31.0,28.0,36.0
-33.0,28.0,36.0
-35.0,29.0,36.0
-37.0,29.0,36.0
-39.0,30.0,36.0
-40.0,30.0,36.0
-43.0,31.0,36.0
-44.0,32.0,36.0
-46.0,33.0,36.0
-48.0,34.0,36.0
-49.0,34.0,36.0
-51.0,35.0,36.0
-52.0,37.0,36.0
-54.0,38.0,36.0
-55.0,39.0,36.0
-56.0,40.0,36.0
-57.0,42.0,36.0
-58.0,44.0,36.0
-59.0,46.0,36.0
-59.0,48.0,36.0
-60.0,49.0,36.0
-60.0,52.0,36.0
-61.0,55.0,36.0
-61.0,56.0,36.0
-61.0,58.0,36.0
-62.0,61.0,36.0
